mabsID	voyageID	voyage	masterID	maurymaster	vesselID	mauryvessel	mauryrig	mauryport	maurydest	mauryvol	maurypage	maurylink	mauryplaces	maurynotes	other_years
AB446	AV10333	Navy : 1845-1848	AM3620	Norton, J. W.	AS0495	Navy	Ship	New Bedford, MA	North West Coast	410	66	https://catalog.archives.gov/id/454828811?objectPage=253	https://catalog.archives.gov/id/454828811?objectPage=219	sailed 23 Aug 1845	1845 1846 1847 1848
AB447	AV10334	Navy : 1848-1851	AM3620	Norton, J. W.	AS0495	Navy	Ship	New Bedford, MA	N. W. Coast	379	v1	https://catalog.archives.gov/id/454825576?objectPage=95			1848 1849 1850 1851
AB448	AV10389	Neptune : 1832-1833	AM4389	Slate, S. H.	AS2034	Neptune	Ship	Sag Harbor, NY		68	105	https://catalog.archives.gov/id/454780225?objectPage=528			1832 1833
AB449	AV10392	Neptune : 1834-1835	AM4277	Sayre, Edward	AS2034	Neptune	Ship	Sag Harbor, NY		68	112	https://catalog.archives.gov/id/454780225?objectPage=535			1834 1835
AB450	AV10393	Neptune : 1835-1836	AM4277	Sayre, Edward	AS2034	Neptune	Ship	Sag Harbor, NY		68	120	https://catalog.archives.gov/id/454780225?objectPage=543			1835 1836
AB451	AV10395	Neptune : 1837-1839	AM4389	Slate, S. H.	AS2034	Neptune	Ship	Sag Harbor, NY		68	184	https://catalog.archives.gov/id/454780225?objectPage=607			1837 1838 1839
AB452	AV10371	Neptune : 1839-1840	AM2313	Green, Samuel	AS2032	Neptune	Ship	New London, CT		104	148	https://catalog.archives.gov/id/454787638?objectPage=922			1839 1840
AB453	AV10396	Neptune : 1839-1841	AM4389	Slate, S. H.	AS2034	Neptune	Ship	Sag Harbor, NY		68	129	https://catalog.archives.gov/id/454780225?objectPage=552			1839 1840 1841
AB454	AV10372	Neptune : 1840-1842	AM2313	Greene, S.	AS2032	Neptune	Ship	Sag Harbor, NY		104	160	https://catalog.archives.gov/id/454787638?objectPage=935			1840 1841 1842
AB455	AV10374	Neptune : 1844-1847	AM3655	Oat, Jos. M	AS2032	Neptune	Ship	Sag Harbor, NY		104	127	https://catalog.archives.gov/id/454787638?objectPage=902			1844 1845 1846 1847
AB456	AV10416	New England : 1843-1845	AM3807	Pendleton, G.	AS0488	New England	Ship	New London, CT		104	177	https://catalog.archives.gov/id/454787638?objectPage=952			1843 1844 1845
AB457	AV10417	New England : 1845-1848	AM5327	Wilber, R. N.	AS0488	New England	Ship	New London, CT	the N. W. Coast	104	197	https://catalog.archives.gov/id/454787638?objectPage=972		part 1	1845 1846 1847 1848
AB458	AV10417	New England : 1845-1848	AM5327	Wilber, R. N.	AS0488	New England	Ship	New London, CT		59	1	https://catalog.archives.gov/id/454778531?objectPage=227		part 2	1845 1846 1847 1848
AB459	AV10432	Newark : 1835-1839	AM5320	Whitfield, William H.	AS0501	Newark	Ship	Poughkeepsie, NY	Pacific Ocean	410	135	https://catalog.archives.gov/id/454828811?objectPage=288	https://catalog.archives.gov/id/454828811?objectPage=220		1835 1836 1837 1838 1839
AB460	AV10438	Newark : 1851-1855	AM1762	Dickens, H.	AS0501	Newark	Ship	Stonington, CT	Arctic	45	v6	https://catalog.archives.gov/id/454775017?objectPage=425			1851 1852 1853 1854 1855
AB461	AV10454	Newton : 1843-1846	AM4270	Sawyer	AS0493	Newton	Bark		Lahinia	525	1	https://catalog.archives.gov/id/454832854?objectPage=758	https://catalog.archives.gov/id/454832854?objectPage=756		1843 1844 1845 1846
AB462	AV10456	Newton : 1846-1849	AM2348	Hale	AS0493	Newton	Bark		Tootorillah	160	27	https://catalog.archives.gov/id/454800028?objectPage=448	https://catalog.archives.gov/id/454800028?objectPage=420		1846 1847 1848 1849
AB463	AV10457	Newton : 1849-1851	AM5193	Watson	AS0493	Newton	Bark		Guam	137	146	https://catalog.archives.gov/id/454794942?objectPage=782	https://catalog.archives.gov/id/454794942?objectPage=634		1849 1850 1851
AB464	AV10489	Nile : 1841-1844	AM0845	Cook, E. F.	AS0491	Nile	Ship		Paita	22	94	https://catalog.archives.gov/id/454769793?objectPage=322	https://catalog.archives.gov/id/454769793?objectPage=226		1841 1842 1843 1844
AB465	AV10502	Nile : 1850-1851	AM4976	Taylor, O.	AS0491	Nile	Ship	San Francisco, CA	Arctic Ocean	27	v1	https://catalog.archives.gov/id/454770787?objectPage=440		Abstract says sailed SF 8 May 1850	1850 1851
AB466	AV10526	Nimrod : 1840-1841	AM4128	Rogers, Albert	AS2047	Nimrod	Ship	Sag Harbor, NY		104	37	https://catalog.archives.gov/id/454787638?objectPage=812		sailed: 9 Jul 1840. returned: 17 Jul 1841	1840 1841
AB467	AV10528	Nimrod : 1841-1842	AM4128	Rogers, Albert	AS2047	Nimrod	Ship	Sag Harbor, NY		104	52	https://catalog.archives.gov/id/454787638?objectPage=820		sailed: 1 Oct 1841. returned: 11 Jul 1842	1841 1842
AB468	AV10530	Nimrod : 1843-1844	AM4128	Rogers, Albert	AS2047	Nimrod	Ship	Sag Harbor, NY		104	52	https://catalog.archives.gov/id/454787638?objectPage=827		sailed: 27 Aug 1843. returned: 27 Jul 1844	1843 1844
AB469	AV10507	Nimrod : 1848-1851	AM4350	Shearman	AS0494	Nimrod	Ship		Lahina	137	120	https://catalog.archives.gov/id/454794942?objectPage=756	https://catalog.archives.gov/id/454794942?objectPage=634		1848 1849 1850 1851
AB470	AV10548	Noble : 1837-1838	AM2051	Sayre, J.	AS2051	Noble	Bark	Greenport, NY		68	177	https://catalog.archives.gov/id/454780225?objectPage=600		sailed: 20 Jul 1837. last entry 6 May 1838	1837 1838
AB471	AV10557	Noble : 1848-1850	AM2241	Glover, Benjamin, Jr.	AS2052	Noble	Bark	Sag Harbor, NY		148	v30	https://catalog.archives.gov/id/454797546?objectPage=449			1848 1849 1850
AB472	AV10610	North America : 1836-1838	AM1404	Cox, Wm. H.	AS2058	North America	Ship	Wilmington, DE	South Atlantic & Indian Oceans	426 part 6	V8	https://catalog.archives.gov/id/454830299?objectPage=505	https://catalog.archives.gov/id/454830299?objectPage=445		1836 1837 1838
AB473	AV10592	North America : 1844-1847	AM4076	Richards	AS2056	North America	Bark	New London, CT		144	165	https://catalog.archives.gov/id/454796624?objectPage=564		sailed 1 Jul 1844	1844 1845 1846 1847
AB474	AV10662	Nye : 1844-1848	AM3782	Pease, Rufus F.	AS0477	Nye	Ship	New Bedford, MA	Pacific Ocean	414	79	https://catalog.archives.gov/id/454829352?objectPage=128		sailed 24 Oct 1844. returned 12 May 1848	1844 1845 1846 1847 1848
AB475	AV10739	Octavia : 1835-1837			AS0502	Octavia	Bark	New Bedford, MA		56	184	https://catalog.archives.gov/id/454777668?objectPage=643		sailed 7 Jun 1835	1835 1836 1837
AB476	AV10740	Octavia : 1837-1839	AM2215	Gifford	AS0502	Octavia		New Bedford, MA	St. Augustine Bay	31	94	https://catalog.archives.gov/id/454771610?objectPage=807	https://catalog.archives.gov/id/454771610?objectPage=714		1837 1838 1839
AB477	AV10796	Ohio : 1844-1848	AM3160	Lowen, Thomas	AS2083	Ohio	Ship	Sag Harbor, NY		391	53	https://catalog.archives.gov/id/454826547?objectPage=786			1844 1845 1846 1847 1848
AB478	AV10775	Ohio II : 1845-1848	AM5200	Webb, Otis	AS0516	Ohio II	Ship	New Bedford, MA	N. W. Coast of America	408	42	https://catalog.archives.gov/id/454828811?objectPage=49	https://catalog.archives.gov/id/454828811?objectPage=48		1845 1846 1847 1848
AB479	AV10776	Ohio II : 1848-1851	AM3617	Norton, James A.	AS0516	Ohio II	Ship	New Bedford, MA	Bhering Straits	130	v18	https://catalog.archives.gov/id/454794004?objectPage=334		begins 16 Jul 1849 in Pacific	1848 1849 1850 1851
AB480	AV10868	Omega : 1833-1836	AM3840	Phelon, Henry	AS2094	Omega	Ship		Callao	2	64	https://catalog.archives.gov/id/454764819?objectPage=269	https://catalog.archives.gov/id/454764819?objectPage=204		1833 1834 1835 1836
AB481	AV10871	Omega : 1840-1844	AM2346	Haggerty, Geo.	AS2094	Omega	Ship		Paita	30	43	https://catalog.archives.gov/id/454771610?objectPage=559	https://catalog.archives.gov/id/454771610?objectPage=514		1840 1841 1842 1843 1844
AB482	AV10902	Ontario : 1836-1838	AM2292	Green, B. R.	AS0520	Ontario	Ship	Sag Harbor, NY		392	174	https://catalog.archives.gov/id/454827471?objectPage=196			1836 1837 1838
AB483	AV10904	Ontario : 1839-1840	AM2292	Green, B. R.	AS0520	Ontario	Ship	Sag Harbor, NY		392	196	https://catalog.archives.gov/id/454827471?objectPage=218		returned: 14 Jul 1840	1839 1840
AB484	AV10907	Ontario : 1842-1844	AM5774	Green, J. M.	AS0520	Ontario	Ship	Sag Harbor, NY		94	1	https://catalog.archives.gov/id/454785746?objectPage=570	https://catalog.archives.gov/id/454785746?objectPage=568	continued from vol 10. starts 13 Mar 1843. returned: 10 Jul 1844	1842 1843 1844
AB485	AV10907	Ontario : 1842-1844	AM5774	Green, J. M.	AS0520	Ontario	Ship	Sag Harbor, NY		392	205	https://catalog.archives.gov/id/454827471?objectPage=227		sailed: 30 Jun 1842. log stops 12 Mar 1843	1842 1843 1844
AB486	AV11003	Orozimbo : 1840-1843	AM0374	Bartlett	AS0511	Orozimbo	Ship		San Francisco, CA	109	1	https://catalog.archives.gov/id/454789411?objectPage=18	https://catalog.archives.gov/id/454789411?objectPage=16		1840 1841 1842 1843
AB487	AV11004	Orozimbo : 1843-1845	AM0374	Bartlett	AS0511	Orozimbo	Ship		Owyhee	109	22	https://catalog.archives.gov/id/454789411?objectPage=39	https://catalog.archives.gov/id/454789411?objectPage=16		1843 1844 1845
AB488	AV11005	Orozimbo : 1845-1848	AM3617	Norton, James A.	AS0511	Orozimbo	Ship	New Bedford, MA	N. W. Coast of America	409	68	https://catalog.archives.gov/id/454828811?objectPage=147	https://catalog.archives.gov/id/454828811?objectPage=110		1845 1846 1847 1848
AB489	AV11006	Orozimbo : 1848-1851	AM0374	Bartlett, David H.	AS0511	Orozimbo	Ship	New Bedford, MA		100	v14	https://catalog.archives.gov/id/454787638?objectPage=100			1848 1849 1850 1851
AB490	AV11021	Oscar : 1836-1838	AM1496	Daggett	AS2117	Oscar	Ship			126	180	https://catalog.archives.gov/id/454793109?objectPage=475	https://catalog.archives.gov/id/454793109?objectPage=296		1836 1837 1838
AB491	AV11032	Osceola : 1851-1853	AM3002	King, G.	AS0727	Osceola	Bark	New Bedford, MA		34	v9	https://catalog.archives.gov/id/454772511?objectPage=458			1851 1852 1853
AB492	AV11123	Pacific : 1826-1829	AM0251	Baker	AS0532	Pacific	Ship		Paita	93	158	https://catalog.archives.gov/id/454785746?objectPage=523	https://catalog.archives.gov/id/454785746?objectPage=364		1826 1827 1828 1829
AB493	AV11137	Pacific : 1830-1831	AM3400	McKenzie, Dan'l	AS0531	Pacific	Ship			426, part 3	v3a	https://catalog.archives.gov/id/454830299?objectPage=207	https://catalog.archives.gov/id/454830299?objectPage=206		1830 1831
AB494	AV11159	Pacific : 1832-1833	AM3400	McKenzie, Dan'l	AS0531	Pacific	Ship			426, part 3	v3b	https://catalog.archives.gov/id/454830299?objectPage=213			1832 1833
AB495	AV11203	Palladium : 1835-1837	AM3959	Prentis, Chas.	AS2137	Palladium	Ship	New London, CT		10		https://catalog.archives.gov/id/454767235?objectPage=305			1835 1836 1837
AB496	AV11251	Pantheon : 1841-1845	AM4957	Taber	AS0541	Pantheon	Bark		Callao	43	155	https://catalog.archives.gov/id/454774255?objectPage=712	https://catalog.archives.gov/id/454774255?objectPage=557		1841 1842 1843 1844 1845
AB497	AV11375	Pembroke : 1840-1841	AM3751	Peabody, Fred.	AS2163	Pembroke	Bark	New London, CT		41	102	https://catalog.archives.gov/id/454774255?objectPage=120			1840 1841
AB498	AV11379	Pembroke : 1843-1845	AM4974	Tate, Robert N.	AS2163	Pembroke	Bark	New London, CT		41	113	https://catalog.archives.gov/id/454774255?objectPage=131			1843 1844 1845
AB499	AV11404	Peri : 1846-1848	AM3372	Mayhew	AS0540	Peri	Bark			64	50	https://catalog.archives.gov/id/454779349?objectPage=518	https://catalog.archives.gov/id/454779349?objectPage=467		1846 1847 1848
AB500	AV11425	Persia : 1843-1846	AM5281	Whippey, Alexander	AS0525	Persia	Bark		Tahiti	158	101	https://catalog.archives.gov/id/454800028?objectPage=119	https://catalog.archives.gov/id/454800028?objectPage=18		1843 1844 1845 1846
AB501	AV11458	Peruvian : 1840-1844	AM0167	Arthur, F.	AS2173	Peruvian	Ship		Callao	101	1	https://catalog.archives.gov/id/454787638?objectPage=142	https://catalog.archives.gov/id/454787638?objectPage=140		1840 1841 1842 1843 1844
AB502	AV11463	Peruvian : 1843-1845	AM0689	Brown, W. R.	AS2174	Peruvian	Ship	New London, CT		159	102	https://catalog.archives.gov/id/454800028?objectPage=320			1843 1844 1845
AB503	AV11464	Peruvian : 1845-1848	AM0689	Brown, W. R.	AS2174	Peruvian	Ship	New London, CT		159	118	https://catalog.archives.gov/id/454800028?objectPage=336			1845 1846 1847 1848
AB504	AV11524	Phebe : 1842-1847	AM2460	Harris	AS2179	Phebe	Ship			79	39	https://catalog.archives.gov/id/454782948?objectPage=57	https://catalog.archives.gov/id/454782948?objectPage=17		1842 1843 1844 1845 1846 1847
AB505	AV11556	Philetus : 1837-1839	AM0587	Brewster, Chas.	AS2181	Philetus	Ship	Stonington, CT		56	125	https://catalog.archives.gov/id/454777668?objectPage=584		sailed 14 Oct 1847	1837 1838 1839
AB506	AV11559	Philetus : 1843-1845	AM0589	Brewster, Wm. E.	AS2181	Philetus	Bark	Stonington, CT		39	1	https://catalog.archives.gov/id/454773400?objectPage=422		sailed 12 Jul 1843	1843 1844 1845
AB507	AV11570	Philip Tabb : 1833-1834	AM0535	Bowen, M.	AS2182	Philip Tabb	Ship	Warren, RI		65	127	https://catalog.archives.gov/id/454779349?objectPage=803		sailed 17 Jan 1833	1833 1834
AB508	AV11569	Philip Tabb : 1834-1836	AM0535	Bowen, Martin	AS2182	Philip Tabb	Ship	Warren, RI		65	41	https://catalog.archives.gov/id/454779349?objectPage=717	https://catalog.archives.gov/id/454779349?objectPage=674	sailed 26 Jul 1834	1834 1835 1836
AB509	AV11572	Philip Tabb : 1838-1840	AM2873	Jenney, E. C.	AS2182	Philip Tabb	Ship	Warren, RI		65	59	https://catalog.archives.gov/id/454779349?objectPage=735		sailed 13 Jan 1838. returned 14 Apr 1840	1838 1839 1840
AB510	AV11573	Philip Tabb : 1840-1843	AM2873	Jenney, E. C.	AS2182	Philip Tabb	Ship	Warren, RI		65	72	https://catalog.archives.gov/id/454779349?objectPage=748		sailed 24 Jul 1840	1840 1841 1842 1843
AB511	AV11618	Phoenix : 1827-1830	AM4504	Smith, James	AS2188	Phoenix	Ship	New London, CT		153	61	https://catalog.archives.gov/id/454798368?objectPage=701		continued from vol. 42 p. 195. begins Aug 1828	1827 1828 1829 1830
AB512	AV11676	Pioneer : 1834-1837	AM4206	Russell, R.	AS0534	Pioneer	Bark		Callao	98	1	https://catalog.archives.gov/id/454786670?objectPage=572	https://catalog.archives.gov/id/454786670?objectPage=570		1834 1835 1836 1837
AB513	AV11753	Ploughboy : 1824-1827	AM0878	Chadwick, Wm.	AS0542	Ploughboy	Ship		Karakako?	101	184	https://catalog.archives.gov/id/454787638?objectPage=326	https://catalog.archives.gov/id/454787638?objectPage=141		1824 1825 1826 1827
AB514	AV11764	Plutarch : 1838-1839			AS2202	Plutarch	Schr	Mystic, CT		152	106	https://catalog.archives.gov/id/454798368?objectPage=549		sailed 12 Jul 1838	1838 1839
AB515	AV11769	Plymouth : 1845-1849	AM1711	Edwards, L. B.	AS2204	Plymouth	Ship	Sag Harbor, NY		53	162	https://catalog.archives.gov/id/454776880?objectPage=752			1845 1846 1847 1848 1849
AB516	AV11789	Pocahontas : 1832-1833	AM1181	Coffin, Peter M.	AS0536	Pocahontas	Brig	New Bedford, MA	Atlantic Ocean	404	338	https://catalog.archives.gov/id/454828273?objectPage=201		sailed 9 Sep 1832	1832 1833
AB517	AV11875	Portsmouth : 1846-1849	AM3512	Munro, S. S.	AS2226	Portsmouth	Ship	Warren, RI		53	185	https://catalog.archives.gov/id/454776880?objectPage=775			1846 1847 1848 1849
AB518	AV11906	President : 1835-1838	AM0867	Cathcart, S.	AS0548	President	Ship	Nantucket, MA	St. Carlos	102	34	https://catalog.archives.gov/id/454787638?objectPage=376	https://catalog.archives.gov/id/454787638?objectPage=340		1835 1836 1837 1838
AB519	AV11907	President : 1838-1842	AM4679	Starbuck	AS0548	President	Ship			66	108	https://catalog.archives.gov/id/454780225?objectPage=131	https://catalog.archives.gov/id/454780225?objectPage=22		1838 1839 1840 1841 1842
AB520	AV11908	President : 1842-1847	AM0616	Brock	AS0548	President	Ship		Callao	21	1	https://catalog.archives.gov/id/454769793?objectPage=18	https://catalog.archives.gov/id/454769793?objectPage=16		1842 1843 1844 1845 1846 1847
AB521	AV12290	Richard Mitchell II : 1829-1831	AM0251	Baker/Swain	AS2288	Richard Mitchell II	Ship		Paita	20	68	https://catalog.archives.gov/id/454768988?objectPage=679	https://catalog.archives.gov/id/454768988?objectPage=611	Same as vol 149, page 175	1829 1830 1831
AB522	AV12290	Richard Mitchell II : 1829-1831	AM1774	Gwinn, James	AS2288	Richard Mitchell II	Ship	Nantucket, MA	Paita	149	175	https://catalog.archives.gov/id/454797546?objectPage=798	https://catalog.archives.gov/id/454797546?objectPage=620	Same as vol 28, page 168	1829 1830 1831
AB523	AV12291	Richard Mitchell II : 1831-1834	AM1774	Gwinn, James	AS2288	Richard Mitchell II	Ship			151	169	https://catalog.archives.gov/id/454798368?objectPage=407	https://catalog.archives.gov/id/454798368?objectPage=238		1831 1832 1833 1834
AB524	AV12295	Richard Mitchell II : 1848-1852	AM3389	McCleave, Robert	AS2288	Richard Mitchell II	Ship	Nantucket, MA	Pacific Ocean	377	v1	https://catalog.archives.gov/id/454825576?objectPage=21		sailed 31 Aug 1848	1848 1849 1850 1851 1852
AB525	AV12311	Richmond : 1831-1835	AM5108	Tucker, John	AS0572	Richmond	Ship		Pacific Ocean	22	1	https://catalog.archives.gov/id/454769793?objectPage=227	https://catalog.archives.gov/id/454769793?objectPage=225		1831 1832 1833 1834 1835
AB526	AV12298	Richmond : 1843-1846	AM3216	Ludlow, J.	AS2290	Richmond	Ship	Cold Spring, NY		392	1	https://catalog.archives.gov/id/454827471?objectPage=19		DW: sailed: 2 dec 1843. returned 13 Mar 1846. Maury: this entry is 2nd part of voyage, 'continued from vol 10', begins: 13 Nov 1844	1843 1844 1845 1846
AB527	AV12320	Richmond : 1844-1847	AM4912	Swift, Edw. A.	AS2291	Richmond	Ship	Providence, RI		56	159	https://catalog.archives.gov/id/454777668?objectPage=618		sailed 16 Oct 1844. returned 8 Apr 1847	1844 1845 1846 1847
AB528	AV12417	Robert Bowne : 1845-1848	AM0258	Baker, Lorenzo Dow	AS2303	Robert Bowne	Ship	New London, CT		41	63	https://catalog.archives.gov/id/454774255?objectPage=81			1845 1846 1847 1848
AB529	AV12421	Robert Edwards : 1841-1844	AM0765	Burgess, N.	AS0575	Robert Edwards	Ship			107	41	https://catalog.archives.gov/id/454788615?objectPage=431	https://catalog.archives.gov/id/454788615?objectPage=389		1841 1842 1843 1844
AB530	AV12440	Robin Hood : 1845-1848	AM3814	Pendleton, William	AS2305	Robin Hood	Ship	Mystic, CT		56	120	https://catalog.archives.gov/id/454777668?objectPage=579		sailed 8 Oct 1845	1845 1846 1847 1848
AB531	AV12449	Rodman : 1827-1830	AM2939	Joy	AS0563	Rodman	Ship		Payta	30	132	https://catalog.archives.gov/id/454771610?objectPage=648	https://catalog.archives.gov/id/454771610?objectPage=515		1827 1828 1829 1830
AB532	AV12454	Rodman : 1843-1847	AM3560	Newcomb	AS0563	Rodman	Ship	New Bedford, MA	St. Carlos	57	1	https://catalog.archives.gov/id/454777668?objectPage=666	https://catalog.archives.gov/id/454777668?objectPage=664	sailed 16 Aug 1843. see also https://catalog.archives.gov/id/454777668?objectPage=665	1843 1844 1845 1846 1847
AB533	AV12465	Roman : 1839-1842	AM4468	Smith, Chas. G.	AS0579	Roman	Ship	New Bedford, MA	Pacific Ocean	134	153	https://catalog.archives.gov/id/454794942?objectPage=173	https://catalog.archives.gov/id/454794942?objectPage=19	sailed 2 Jul 1839	1839 1840 1841 1842
AB534	AV12476	Roman II : 1836-1838	AM0374	Bartlett	AS0580	Roman II	Ship		Desolation Island	109	39	https://catalog.archives.gov/id/454789411?objectPage=56	https://catalog.archives.gov/id/454789411?objectPage=16		1836 1837 1838
AB535	AV12477	Roman II : 1838-1840	AM0374	Bartlett	AS0580	Roman II	Ship		Hobart Town	109	55	https://catalog.archives.gov/id/454789411?objectPage=72	https://catalog.archives.gov/id/454789411?objectPage=16		1838 1839 1840
AB536	AV12478	Roman II : 1840-1842	AM0290	Barker, Alex. R.	AS0580	Roman II	Ship		Around the world	426, part 3	v6	https://catalog.archives.gov/id/454830299?objectPage=238			1840 1841 1842
AB537	AV12480	Roman II : 1844-1847	AM0290	Barker, Alex. R.	AS0580	Roman II	Ship		North West Coast etc.	408	1	https://catalog.archives.gov/id/454828811?objectPage=18	https://catalog.archives.gov/id/454828811?objectPage=17		1844 1845 1846 1847
AB538	AV12497	Romulus : 1845-1848	AM3468	Montgomery, Wm.	AS2312	Romulus	Ship	Mystic, CT		56	63	https://catalog.archives.gov/id/454777668?objectPage=522		sailed 13 Jun 1845	1845 1846 1847 1848
AB539	AV12574	Roscoe II : 1836-1837	AM0672	Brown, R.	AS0577	Roscoe II	Bark		St. Helena	43	106	https://catalog.archives.gov/id/454774255?objectPage=664	https://catalog.archives.gov/id/454774255?objectPage=557		1836 1837
AB540	AV12575	Roscoe II : 1837-1839	AM0672	Brown, R.	AS0577	Roscoe II	Bark		Cape Town	43	114	https://catalog.archives.gov/id/454774255?objectPage=672	https://catalog.archives.gov/id/454774255?objectPage=557		1837 1838 1839
AB541	AV12579	Roscoe II : 1846-1849	AM5045	Tobey, Asa S.	AS0577	Roscoe II				43	133	https://catalog.archives.gov/id/454774255?objectPage=690	https://catalog.archives.gov/id/454774255?objectPage=557		1846 1847 1848 1849
AB542	AV12620	Rousseau : 1841-1845	AM0582	Brayton	AS0578	Rousseau	Ship		Tombes	99	116	https://catalog.archives.gov/id/454786670?objectPage=888	https://catalog.archives.gov/id/454786670?objectPage=773		1841 1842 1843 1844 1845
AB543	AV12621	Rousseau : 1845-1849	AM4515	Smith	AS0578	Rousseau	Ship		Santa	136	26	https://catalog.archives.gov/id/454794942?objectPage=457	https://catalog.archives.gov/id/454794942?objectPage=429		1845 1846 1847 1848 1849
AB544	AV12639	Roxana : 1821-1824	AM4014	Ray, Alexander	AS2733	Roxana	Ship	Nantucket, MA	Havakooa Bay	149	88	https://catalog.archives.gov/id/454797546?objectPage=709	https://catalog.archives.gov/id/454797546?objectPage=619		1821 1822 1823 1824
AB545	AV12677	Russell : 1832-1834	AM1911	Flanders, Daniel	AS2321	Russell	Ship	Newburgh, NY	Inhambau Bay	141	126	https://catalog.archives.gov/id/454795781?objectPage=765	https://catalog.archives.gov/id/454795781?objectPage=639		1832 1833 1834
AB546	AV12678	Russell : 1851	AM5634	Cooty	AS0562	Russell	Bark	Honolulu, HI	Behring Straits	35	v26	https://catalog.archives.gov/id/454772511?objectPage=813		sailed 30 Apr 1851	1851
AB547	AV12679	Russell : 1852	AM5634	Cooty	AS0562	Russell	Bark	San Francisco, CA	Arctic Ocean	35	v25	https://catalog.archives.gov/id/454772511?objectPage=814		sailed 20 Jan 1852	1852
AB548	AV12722	Salem : 1844-1848	AM2413	Hand, David	AS2713	Salem	Ship	Sag Harbor, NY		391	108	https://catalog.archives.gov/id/454826547?objectPage=841			1844 1845 1846 1847 1848
AB549	AV12753	Sally Anne : 1832-1833	AM1404	Cox, William H.	AS0601	Sally Anne	Ship		S. Atlantic	405	82	https://catalog.archives.gov/id/454828273?objectPage=256	https://catalog.archives.gov/id/454828273?objectPage=213		1832 1833
AB550	AV12756	Sally Anne : 1836-1838	AM1275	Colt, Henry	AS0601	Sally Anne	Ship	New Bedford, MA	Azores	410	40	https://catalog.archives.gov/id/454828811?objectPage=241	https://catalog.archives.gov/id/454828811?objectPage=219		1836 1837 1838
AB551	AV12807	Samuel Robertson : 1835-1837	AM3400	McKenzie, D.	AS0606	Samuel Robertson	Ship	New Bedford, MA	New Zealand	426, part 3	v5a	https://catalog.archives.gov/id/454830299?objectPage=223	https://catalog.archives.gov/id/454830299?objectPage=222		1835 1836 1837
AB552	AV12808	Samuel Robertson : 1837-1840	AM3400	McKenzie, Dan.	AS0606	Samuel Robertson	Ship	New Bedford, MA	Around the world	426, part 3	v5b	https://catalog.archives.gov/id/454830299?objectPage=230	https://catalog.archives.gov/id/454830299?objectPage=229		1837 1838 1839 1840
AB553	AV12863	Sarah : 1830-1834	AM0356	Barney	AS2358	Sarah	Ship			20	119	https://catalog.archives.gov/id/454768988?objectPage=730	https://catalog.archives.gov/id/454768988?objectPage=611		1830 1831 1832 1833 1834
AB554	AV12865	Sarah : 1839-1843	AM5131	Upham, Wm.	AS2358	Sarah	Ship		Talcahuano	93	33	https://catalog.archives.gov/id/454785746?objectPage=398	https://catalog.archives.gov/id/454785746?objectPage=363		1839 1840 1841 1842 1843
AB555	AV12847	Sarah : 1846-1848			AS0637	Sarah	Bark		St. Catharine	127	181	https://catalog.archives.gov/id/454793109?objectPage=683	https://catalog.archives.gov/id/454793109?objectPage=503		1846 1847 1848
AB556	AV12922	Sarah Frances : 1843-1847	AM2602	Hiller	AS2347	Sarah Frances		Fairhaven, MA	Callao	102	65	https://catalog.archives.gov/id/454787638?objectPage=407	https://catalog.archives.gov/id/454787638?objectPage=341		1843 1844 1845 1846 1847
AB557	AV12973	Science : 1834-1838	AM5281	Whippey, A.	AS0609	Science	Ship		Payta	107	108	https://catalog.archives.gov/id/454788615?objectPage=498	https://catalog.archives.gov/id/454788615?objectPage=390		1834 1835 1836 1837 1838
AB558	AV12974	Science : 1838-1841	AM5281	Whippey, A.	AS0609	Science	Ship		Bay of Islands	107	153	https://catalog.archives.gov/id/454788615?objectPage=543	https://catalog.archives.gov/id/454788615?objectPage=390	same voyage as /id/454782055?objectPage=345	1838 1839 1840 1841
AB559	AV12974	Science : 1838-1841	AM5281	Whippey, A.	AS0609	Science	Ship	Portland, ME	New Zealand	76	20	https://catalog.archives.gov/id/454782055?objectPage=345		same voyage as /id/454788615?objectPage=543	1838 1839 1840 1841
AB560	AV13117	Selma : 1839-1841	AM5349	Wilcox	AS0605	Selma	Ship		Bay of Islands	126	55	https://catalog.archives.gov/id/454793109?objectPage=351	https://catalog.archives.gov/id/454793109?objectPage=295		1839 1840 1841
AB561	AV13139	Sharon : 1837-1840	AM0970	Church	AS2382	Sharon	Ship		Paita	2	96	https://catalog.archives.gov/id/454764819?objectPage=301	https://catalog.archives.gov/id/454764819?objectPage=204		1837 1838 1839 1840
AB562	AV13151	Sheffield : 1845-1849	AM5302	White, Eli H.	AS2384	Sheffield	Ship	Cold Spring Harbor, NY		65	174	https://catalog.archives.gov/id/454779349?objectPage=849	https://catalog.archives.gov/id/454779349?objectPage=675		1845 1846 1847 1848 1849
AB563	AV13152	Sheffield : 1849-1854	AM4167	Roys, Thomas W.	AS2384	Sheffield	Ship	New York, NY	San Francisco, CA	81	v5	https://catalog.archives.gov/id/454782948?objectPage=468		Unusual cruise!	1849 1850 1851 1852 1853 1854
AB564	AV13154	Shepherdess : 1842-1844	AM1069	Clift, Hiram	AS2385	Shepherdess	Bark	Mystic, CT		56	139	https://catalog.archives.gov/id/454777668?objectPage=598		sailed 1 May 1842	1842 1843 1844
